type	latitude	longitude	altitude (m)	slope (%)	distance (km)	distance_interval (m)	name	desc
T	20.562195766	-75.212162729	146.3	-3.9	132.085	15.84		
T	20.562172150	-75.212282827	145.1	-9.2	132.098	12.79		
T	20.562150789	-75.212491452	143.0	-9.7	132.120	21.88		
T	20.562154549	-75.212638904	140.9	-13.7	132.135	15.38		
T	20.562184754	-75.212756461	139.3	-13.0	132.148	12.71		
T	20.562242161	-75.212873652	140.9	12.2	132.162	13.77		
T	20.562299582	-75.212990912	143.3	17.2	132.176	13.78		
T	20.562329853	-75.213108678	146.0	21.4	132.188	12.73		
T	20.562360439	-75.213254571	150.6	29.2	132.204	15.58		
T	20.562419608	-75.213458680	156.2	25.0	132.226	22.27		
T	20.562480319	-75.213721753	161.5	19.0	132.255	28.24		
T	20.562515956	-75.213991984	163.4	6.4	132.283	28.45		
T	20.562577229	-75.214202820	161.1	-10.0	132.306	23.01		
T	20.562611043	-75.214413279	153.5	-33.8	132.328	22.26		
T	20.562649301	-75.214692731	143.9	-32.5	132.358	29.44		
T	20.562653119	-75.214786629	141.6	-23.8	132.368	9.80		
T	20.562691711	-75.215014067	136.4	-21.7	132.392	24.10		
T	20.562701942	-75.215239096	126.3	-43.0	132.415	23.49		
T	20.562711933	-75.215464112	114.0	-52.2	132.439	23.49		
T	20.562667082	-75.215691283	107.1	-28.8	132.463	24.20		
T	20.562638699	-75.215688269	107.9	26.5	132.466	3.16		
T	20.562654026	-75.215426737	117.2	34.1	132.493	27.32		
T	20.562688636	-75.214949410	138.1	41.8	132.543	49.92		
T	20.562771852	-75.214266954	158.3	28.2	132.615	71.75		
T	20.562746095	-75.213371354	152.3	-6.4	132.708	93.43		
T	20.562665924	-75.212366126	153.2	0.9	132.814	105.19		
T	20.562522080	-75.211174481	145.7	-6.0	132.939	125.27		
T	20.562435797	-75.210102902	151.8	5.4	133.051	112.14		
T	20.562354959	-75.209096171	156.2	4.2	133.156	105.35		
T	20.562217743	-75.208030408	142.7	-12.0	133.268	112.16		
T	20.562077800	-75.206965677	159.1	14.6	133.381	112.10		
T	20.562001271	-75.206074659	134.1	-26.8	133.474	93.29		
T	20.561979653	-75.205240095	134.8	0.8	133.561	87.05		
T	20.561909931	-75.204644729	152.5	28.3	133.623	62.56		
T	20.561841078	-75.204174854	146.1	-13.0	133.673	49.58		
T	20.561813654	-75.204176808	145.8	-8.6	133.676	3.04		
T	20.561817396	-75.204294269	148.2	19.5	133.688	12.25		
T	20.561825826	-75.204558889	150.3	7.7	133.716	27.61		
T	20.561886383	-75.204827514	147.9	-8.3	133.745	28.80		
T	20.561896403	-75.205183908	134.0	-37.3	133.782	37.18		
T	20.561990937	-75.205656805	126.4	-15.2	133.832	50.41		
T	20.562062619	-75.206340516	144.8	25.7	133.904	71.73		
T	20.562191093	-75.207110033	161.1	20.0	133.986	81.49		
T	20.562271069	-75.207998996	145.4	-16.8	134.079	93.11		
T	20.562402745	-75.208827719	154.2	10.1	134.166	87.63		
T	20.562530259	-75.209595145	157.2	3.7	134.248	81.26		
T	20.562659473	-75.210305819	153.8	-4.5	134.323	75.47		
T	20.562784772	-75.210783007	151.6	-4.2	134.375	51.65		
T	20.562879348	-75.211171056	150.0	-3.7	134.416	41.79		
T	20.562941330	-75.211466520	153.9	12.2	134.448	31.56		
T	20.562973557	-75.211673124	157.2	15.0	134.470	21.84		
T	20.562976903	-75.211792369	157.9	6.2	134.482	12.44		
T	20.562898403	-75.211913335	157.6	-2.3	134.498	15.32		
T	20.562792555	-75.212034617	156.6	-5.6	134.515	17.24		
T	20.562741485	-75.212155139	156.1	-3.4	134.529	13.78		
T	20.562690489	-75.212275794	154.8	-9.8	134.542	13.79		
T	20.562666850	-75.212396124	152.9	-14.9	134.555	12.82		
T	20.562670557	-75.212544037	150.6	-14.8	134.571	15.43		
T	20.562643951	-75.212573912	149.4	-28.8	134.575	4.29		
T	20.562633967	-75.212216552	154.4	13.5	134.612	37.28		
T	20.562610534	-75.211382619	148.5	-6.7	134.699	86.99		
T	20.562579374	-75.210367079	152.2	3.5	134.805	105.95		
T	20.562604103	-75.209296341	161.4	8.2	134.917	111.68		
T	20.562572674	-75.208049220	152.2	-7.0	135.047	130.08		
T	20.562642483	-75.206617507	145.9	-4.2	135.196	149.49		
T	20.562719085	-75.205175761	158.6	8.4	135.347	150.57		
T	20.562803235	-75.203709884	115.9	-27.9	135.500	153.13		
T	20.562878168	-75.202378469	134.9	13.7	135.639	139.07		
T	20.562911622	-75.201268211	107.3	-23.9	135.755	115.83		
T	20.562933166	-75.200256221	125.9	17.6	135.861	105.55		
T	20.563018576	-75.199544769	135.5	12.9	135.935	74.78		
T	20.563001140	-75.198979202	135.0	-0.9	135.994	59.00		
T	20.563057258	-75.199005677	134.9	-0.6	136.001	6.80		
T	20.563059098	-75.199065188	133.9	-16.4	136.007	6.21		
T	20.563063696	-75.199214003	132.6	-8.7	136.023	15.53		
T	20.563042518	-75.199424036	133.8	5.4	136.045	22.03		
T	20.562996468	-75.199725105	138.3	14.4	136.077	31.80		
T	20.562926270	-75.200114769	130.7	-18.4	136.118	41.37		
T	20.562892527	-75.200572951	114.5	-33.7	136.166	47.92		
T	20.562824451	-75.201153875	106.2	-13.7	136.227	61.04		
T	20.562782173	-75.201835809	124.5	25.7	136.298	71.26		
T	20.562693274	-75.202753099	127.4	3.0	136.394	96.15		
T	20.562663689	-75.203719517	116.6	-10.7	136.495	100.82		
T	20.562625810	-75.204760379	153.2	33.7	136.604	108.61		
T	20.562594459	-75.205721487	148.7	-4.5	136.704	100.28		
T	20.562616552	-75.206678165	146.7	-2.0	136.804	99.78		
T	20.562694140	-75.207628851	164.0	17.4	136.903	99.50		
T	20.562775649	-75.208519225	152.6	-12.2	136.997	93.28		
T	20.562850059	-75.209348626	164.5	13.7	137.084	86.87		
T	20.562926579	-75.210062553	160.8	-4.9	137.159	74.92		
T	20.563001070	-75.210660302	154.0	-10.9	137.221	62.87		
T	20.563098970	-75.211167540	153.0	-1.8	137.275	53.99		
T	20.563163549	-75.211581556	158.9	13.3	137.319	43.76		
T	20.563143330	-75.211849996	161.4	9.1	137.347	28.08		
T	20.563110682	-75.211671135	159.2	-11.6	137.366	19.00		
T	20.563020149	-75.211317183	153.1	-16.1	137.404	38.24		
T	20.562947107	-75.210691197	153.4	0.6	137.470	65.77		
T	20.562921699	-75.209913140	161.6	10.1	137.551	81.18		
T	20.562787774	-75.209023966	163.6	2.1	137.645	93.89		
T	20.562653191	-75.208016920	154.3	-8.7	137.751	106.06		
T	20.562568158	-75.206948403	153.4	-0.8	137.863	111.81		
T	20.562542035	-75.205813275	146.3	-6.0	137.982	118.40		
T	20.562569031	-75.204609792	149.5	2.5	138.107	125.52		
T	20.562606572	-75.203567217	115.0	-31.6	138.216	108.79		
T	20.562580530	-75.202668376	126.5	12.2	138.310	93.77		
T	20.562564460	-75.202065871	132.2	9.1	138.373	62.85		
T	20.562500844	-75.201703307	124.2	-21.0	138.411	38.46		
T	20.562442670	-75.201584986	120.3	-27.6	138.425	13.92		
T	20.562419806	-75.201800753	127.5	31.7	138.448	22.64		
T	20.562373107	-75.202169385	134.4	17.7	138.486	38.78		
T	20.562305316	-75.202714408	119.0	-26.8	138.544	57.32		
T	20.562216314	-75.203436716	111.6	-9.7	138.620	75.96		
T	20.562172405	-75.204180784	143.3	40.8	138.697	77.74		
T	20.562082354	-75.205028330	149.2	6.7	138.786	88.93		
T	20.562053502	-75.205983058	131.8	-17.5	138.886	99.60		
T	20.562133397	-75.206993195	159.4	26.1	138.992	105.70		
T	20.562273139	-75.208058457	143.6	-14.1	139.104	112.15		
T	20.562352809	-75.209007271	155.3	11.7	139.203	99.33		
T	20.562486014	-75.209953059	152.6	-2.7	139.303	99.71		
T	20.562621782	-75.210844715	149.2	-3.6	139.397	94.18		
T	20.562753106	-75.211617225	153.9	5.7	139.479	81.85		
T	20.562831024	-75.212394052	156.3	3.0	139.560	81.46		
T	20.562900268	-75.212928901	147.5	-15.6	139.617	56.29		
T	20.562908369	-75.213254408	151.3	11.2	139.651	33.95		
T	20.562914263	-75.213518702	158.0	24.1	139.678	27.57		
T	20.562812642	-75.213815925	164.4	19.3	139.711	32.97		
T	20.562763285	-75.213995783	164.8	2.1	139.731	19.53		
T	20.562685471	-75.214145046	162.9	-10.6	139.748	17.79		
T	20.562634959	-75.214293941	157.7	-31.3	139.765	16.50		
T	20.562559176	-75.214503476	151.0	-28.7	139.788	23.40		
T	20.562483996	-75.214688396	144.7	-30.1	139.809	21.00		
T	20.562464989	-75.214906347	139.7	-21.8	139.832	22.82		
T	20.562392747	-75.215157607	133.6	-22.4	139.859	27.39		
T	20.562372552	-75.215346072	127.8	-29.3	139.879	19.78		
T	20.562404153	-75.215443054	123.2	-42.9	139.890	10.70		
T	20.562449584	-75.215192529	130.8	28.6	139.917	26.60		
T	20.562570305	-75.214784286	141.7	24.4	139.961	44.62		
T	20.562765187	-75.214056023	164.1	28.5	140.040	78.94		
T	20.562851596	-75.213166638	148.9	-16.3	140.133	93.23		
T	20.562876543	-75.212093472	158.7	8.8	140.245	111.93		
T	20.562845649	-75.210962267	150.3	-7.1	140.363	118.00		
T	20.562756609	-75.209886896	157.1	6.0	140.476	112.56		
T	20.562621151	-75.208880442	160.6	3.3	140.582	106.01		
T	20.562541381	-75.207931074	155.2	-5.4	140.681	99.38		
T	20.562464179	-75.207160470	161.1	7.4	140.762	80.80		
T	20.562393127	-75.206447040	142.6	-24.8	140.837	74.80		
T	20.562325513	-75.205911648	136.2	-11.3	140.893	56.33		
T	20.562266029	-75.205735134	134.7	-7.9	140.913	19.55		
T	20.562273202	-75.206003305	135.3	2.2	140.941	27.97		
T	20.562282228	-75.206361242	143.0	20.7	140.978	37.34		
T	20.562401941	-75.206834905	152.5	18.4	141.029	51.14		
T	20.562471346	-75.207457748	166.6	21.6	141.095	65.40		
T	20.562549184	-75.208169100	150.0	-22.3	141.169	74.67		
T	20.562679776	-75.209056802	162.7	13.5	141.263	93.68		
T	20.562816553	-75.210064331	157.8	-4.6	141.369	106.14		
T	20.562966682	-75.211377321	152.9	-3.5	141.507	137.91		
T	20.563058348	-75.212689114	152.9	-0.1	141.644	137.16		
T	20.563041131	-75.214060387	163.9	7.7	141.787	143.00		
T	20.563109540	-75.215470434	111.5	-35.6	141.934	147.22		
T	20.563215844	-75.216572715	83.0	-24.7	142.050	115.54		
T	20.563254938	-75.217592965	65.6	-16.3	142.156	106.47		
T	20.563284532	-75.218473947	62.7	-3.1	142.248	91.92		
T	20.563305811	-75.219160397	57.8	-6.9	142.320	71.61		
T	20.563284609	-75.219488013	59.9	6.2	142.354	34.24		
T	20.563281621	-75.219312889	58.6	-7.5	142.372	18.26		
T	20.563297546	-75.218908493	58.7	0.2	142.415	42.20		
T	20.563393361	-75.218294327	62.8	6.4	142.479	64.91		
T	20.563480967	-75.217484851	65.8	3.5	142.564	84.96		
T	20.563502136	-75.216534463	80.0	14.3	142.664	99.12		
T	20.563451007	-75.215434585	111.4	27.4	142.778	114.82		
T	20.563382205	-75.214252923	162.4	41.3	142.902	123.45		
T	20.563401690	-75.213107457	151.6	-9.1	143.021	119.46		
T	20.563315749	-75.212087893	165.8	13.3	143.128	106.73		
T	20.563180731	-75.211136526	154.0	-11.7	143.228	100.32		
T	20.563100797	-75.210358331	160.1	7.5	143.310	81.62		
T	20.563030420	-75.209880997	165.1	9.8	143.360	50.38		
T	20.562941588	-75.209673936	163.7	-5.9	143.384	23.72		
T	20.562946290	-75.209823051	162.9	-5.3	143.400	15.56		
T	20.562957046	-75.210151822	160.9	-5.7	143.434	34.30		
T	20.562971741	-75.210600935	154.3	-14.1	143.481	46.86		
T	20.562993417	-75.211347256	153.0	-1.7	143.559	77.86		
T	20.563073119	-75.212241002	164.6	12.4	143.652	93.61		
T	20.563098623	-75.213137124	150.9	-14.6	143.746	93.48		
T	20.563129025	-75.214212778	161.2	9.2	143.858	112.21		
T	20.563189907	-75.215378253	116.7	-36.5	143.980	121.71		
T	20.563298436	-75.216484643	83.7	-28.5	144.096	115.99		
T	20.563337954	-75.217505242	65.9	-16.7	144.202	106.51		
T	20.563365656	-75.218323682	63.0	-3.5	144.288	85.39		
T	20.563469652	-75.218920094	60.0	-4.7	144.351	63.24		
T	20.563548452	-75.218677291	63.0	11.3	144.378	26.78		
T	20.563564698	-75.218273861	62.4	-1.4	144.420	42.10		
T	20.563660689	-75.217686259	62.2	-0.4	144.482	62.18		
T	20.563750457	-75.216967306	73.2	14.5	144.557	75.62		
T	20.563767095	-75.215950893	85.4	11.5	144.663	106.00		
T	20.563820730	-75.214900230	111.4	23.7	144.773	109.71		
T	20.563877188	-75.213933610	165.4	53.5	144.874	100.98		
T	20.563852512	-75.213319102	158.7	-10.4	144.938	64.13		
T	20.563836400	-75.212835199	153.2	-11.0	144.989	50.49		
T	20.563781141	-75.212835789	152.9	-3.9	144.995	6.12		
T	20.563758023	-75.212986346	152.2	-4.4	145.011	15.91		
T	20.563682414	-75.213227631	157.0	18.0	145.037	26.51		
T	20.563608286	-75.213556730	163.2	17.6	145.073	35.28		
T	20.563541672	-75.214042026	166.6	6.7	145.124	51.14		
T	20.563517036	-75.214673965	143.0	-35.8	145.190	65.95		
T	20.563510486	-75.215472072	108.1	-41.9	145.273	83.22		
T	20.563600914	-75.216128735	83.0	-36.3	145.342	69.20		
T	20.563619603	-75.216576699	77.9	-11.0	145.389	46.75		
T	20.563664883	-75.216993281	74.2	-8.3	145.433	43.73		
T	20.563693809	-75.216995266	73.7	-16.0	145.436	3.21		
T	20.563718985	-75.216901505	74.3	6.2	145.446	10.17		
T	20.563789781	-75.216493882	76.5	5.1	145.489	43.22		
T	20.563749254	-75.215593100	95.9	20.6	145.583	94.03		
T	20.563794235	-75.214530495	140.4	40.2	145.694	110.91		
T	20.563745130	-75.213468196	161.9	19.4	145.805	110.90		
T	20.563716011	-75.212505974	155.9	-6.0	145.905	100.38		
T	20.563638700	-75.211843394	164.6	12.5	145.975	69.62		
T	20.563517135	-75.211398295	162.7	-4.0	146.023	48.32		
T	20.563373420	-75.211133417	157.0	-17.8	146.055	31.87		
T	20.563348589	-75.211252621	157.4	2.7	146.068	12.73		
T	20.563299588	-75.211520270	160.2	10.1	146.096	28.43		
T	20.563310028	-75.211907716	166.0	14.3	146.137	40.42		
T	20.563218756	-75.212509411	158.1	-12.5	146.200	63.55		
T	20.563240931	-75.213343119	157.2	-1.0	146.287	86.97		
T	20.563216135	-75.214307441	159.0	1.7	146.388	100.59		
T	20.563278124	-75.215419672	115.0	-37.8	146.504	116.18		
T	20.563436343	-75.216337586	83.7	-32.2	146.601	97.30		
T	20.563522231	-75.217044722	74.0	-13.1	146.676	74.34		
T	20.563597497	-75.217524700	64.7	-18.3	146.726	50.74		
T	20.563718468	-75.217690076	62.0	-12.3	146.748	21.83		
T	20.563772008	-75.217567934	63.9	13.4	146.762	14.05		
T	20.563848042	-75.217258700	68.0	12.3	146.796	33.32		
T	20.563945944	-75.216789330	72.0	7.9	146.846	50.13		
T	20.564019019	-75.216415370	74.8	7.2	146.886	39.82		
T	20.564036805	-75.216131363	78.2	11.2	146.915	29.68		
T	20.564000470	-75.215968723	82.0	21.9	146.933	17.43		
T	20.563923917	-75.216218387	78.1	-14.0	146.960	27.38		
T	20.563933713	-75.216471870	75.0	-11.7	146.987	26.45		
T	20.563920737	-75.216883267	71.2	-8.9	147.029	42.92		
T	20.563878090	-75.217291965	67.3	-9.1	147.072	42.88		
T	20.563834225	-75.217697729	61.6	-13.5	147.115	42.59		
T	20.563818533	-75.218131401	60.6	-2.1	147.160	45.25		
T	20.563827371	-75.218412637	62.5	6.4	147.190	29.34		
T	20.563945185	-75.218511120	63.2	4.5	147.206	16.60		
T	20.563997108	-75.218326828	63.1	-0.6	147.226	20.06		
T	20.564075864	-75.218080958	62.2	-3.4	147.253	27.08		
T	20.564150576	-75.217680969	62.3	0.3	147.296	42.52		
T	20.564225856	-75.217282034	63.6	3.1	147.338	42.42		
T	20.564270819	-75.216906760	67.2	9.0	147.378	39.44		
T	20.564262829	-75.216714424	70.0	13.9	147.398	20.07		
T	20.564183069	-75.216900913	67.6	-11.2	147.419	21.36		
T	20.564131784	-75.217087388	66.0	-7.9	147.439	20.26		
T	20.564140632	-75.217339754	63.9	-7.9	147.466	26.33		
T	20.564091127	-75.217616774	62.7	-4.1	147.495	29.40		
T	20.564067365	-75.217800689	61.3	-6.9	147.514	19.36		
T	20.564077853	-75.218143552	62.7	3.7	147.550	35.77		
T	20.564106703	-75.218144868	63.0	10.0	147.553	3.20		
T	20.564158528	-75.217959741	62.6	-2.1	147.574	20.14		
T	20.564208377	-75.217683441	62.7	0.5	147.603	29.33		
T	20.564284966	-75.217316236	63.4	1.6	147.642	39.22		
T	20.564318702	-75.216654139	70.5	10.4	147.711	69.14		
T	20.564418295	-75.216129160	73.2	4.8	147.767	55.84		
T	20.564448636	-75.215521086	79.2	9.4	147.831	63.49		
T	20.564422118	-75.215033016	85.7	12.8	147.882	50.98		
T	20.564381680	-75.214581484	115.6	63.1	147.929	47.29		
T	20.564327934	-75.214644253	110.1	-62.3	147.938	8.85		
T	20.564277274	-75.214741694	101.8	-71.3	147.949	11.61		
T	20.564235540	-75.214943392	91.9	-45.9	147.971	21.53		
T	20.564197988	-75.215212864	86.4	-19.4	147.999	28.40		
T	20.564155835	-75.215532461	85.4	-3.1	148.033	33.65		
T	20.564145630	-75.215947823	80.3	-11.8	148.076	43.32		
T	20.564046286	-75.216355303	75.3	-11.3	148.120	43.89		
T	20.564030636	-75.216731163	71.7	-9.2	148.159	39.23		
T	20.564068906	-75.216957112	68.3	-14.1	148.183	23.94		
T	20.564118071	-75.216736895	70.6	9.7	148.207	23.60		
T	20.564193723	-75.216425887	73.3	8.3	148.240	33.49		
T	20.564266201	-75.216021074	77.1	8.7	148.283	42.97		
T	20.564330647	-75.215512788	81.7	8.7	148.337	53.48		
T	20.564334037	-75.214713313	103.1	25.6	148.420	83.36		
T	20.564338020	-75.213986330	160.4	75.6	148.496	75.80		
T	20.564368715	-75.213513428	160.2	-0.4	148.545	49.43		
T	20.564300295	-75.213235192	158.3	-6.3	148.575	29.98		
T	20.564225798	-75.213480042	161.5	11.8	148.602	26.83		
T	20.564153823	-75.213786747	164.1	7.9	148.635	32.96		
T	20.564153347	-75.214265352	149.5	-29.3	148.685	49.90		
T	20.564202653	-75.214905438	94.3	-82.4	148.752	66.96		
T	20.564248411	-75.215635102	82.5	-15.5	148.828	76.25		
T	20.564280410	-75.216400173	72.7	-12.2	148.908	79.85		
T	20.564308961	-75.217161039	64.1	-10.7	148.987	79.40		
T	20.564351398	-75.217627779	63.8	-0.8	149.036	48.89		
T	20.564475068	-75.217939978	67.6	10.9	149.072	35.31		
T	20.564645759	-75.217852033	69.4	8.7	149.093	21.00		
T	20.564758414	-75.217732206	69.8	2.0	149.110	17.65		
T	20.564842290	-75.217611474	69.3	-3.0	149.126	15.64		
T	20.564869784	-75.217550699	69.0	-4.0	149.133	7.03		
T	20.564894368	-75.217366861	68.2	-4.4	149.152	19.36		
T	20.564973323	-75.217030223	68.1	-0.2	149.189	36.17		
T	20.565023362	-75.216692470	66.9	-3.3	149.224	35.65		
T	20.565044508	-75.216383444	66.6	-0.9	149.257	32.31		
T	20.564949055	-75.216159872	66.0	-2.6	149.282	25.59		
T	20.564893519	-75.216281226	67.1	7.6	149.296	14.07		
T	20.564869478	-75.216466566	67.6	2.8	149.316	19.51		
T	20.564791718	-75.216747221	68.1	1.8	149.346	30.50		
T	20.564772669	-75.217118164	66.3	-4.8	149.385	38.74		
T	20.564784407	-75.217610042	68.8	4.9	149.436	51.30		
T	20.564797963	-75.218134884	72.7	7.1	149.491	54.75		
T	20.564811769	-75.218602504	71.1	-3.3	149.540	48.78		
T	20.564823799	-75.218979326	63.1	-20.3	149.579	39.31		
T	20.564864417	-75.219327715	60.0	-8.3	149.616	36.60		
T	20.564951987	-75.219361082	60.9	7.9	149.626	10.30		
T	20.565038934	-75.219277221	62.0	8.8	149.639	13.00		
T	20.565092562	-75.219152112	62.9	6.6	149.653	14.33		
T	20.565171351	-75.218931329	67.3	17.6	149.678	24.62		
T	20.565247652	-75.218617476	71.8	13.4	149.712	33.80		
T	20.565328581	-75.218401535	74.0	9.1	149.736	24.23		
T	20.565295700	-75.218275503	74.2	1.2	149.750	13.64		
T	20.565240212	-75.218367390	73.6	-4.9	149.761	11.38		
T	20.565156578	-75.218489490	72.4	-7.5	149.777	15.74		
T	20.565103029	-75.218643715	71.0	-8.5	149.794	17.14		
T	20.565048581	-75.218766623	69.4	-11.1	149.808	14.16		
T	20.564937807	-75.218920595	66.2	-15.7	149.828	20.20		
T	20.564985846	-75.218608482	71.0	14.6	149.861	32.98		
T	20.565021987	-75.217861863	72.7	2.1	149.939	77.95		
T	20.565122096	-75.217128714	68.8	-5.0	150.016	77.24		
T	20.565101788	-75.216323907	65.9	-3.5	150.100	83.95		
T	20.565076423	-75.215628193	69.3	4.6	150.173	72.60		
T	20.564977931	-75.214968347	85.0	22.6	150.243	69.66		
T	20.564889670	-75.214565360	100.8	36.7	150.286	43.14		
T	20.564749556	-75.214348335	120.4	71.4	150.313	27.44		
T	20.564634298	-75.214403850	122.8	16.9	150.327	14.01		
T	20.564489347	-75.214456240	125.0	13.1	150.344	16.95		
T	20.564465443	-75.214126456	153.0	81.2	150.379	34.49		
T	20.564428103	-75.213576210	160.0	12.1	150.436	57.52		
T	20.564408323	-75.213113862	157.8	-4.4	150.484	48.26		
T	20.564387812	-75.212652270	171.2	27.6	150.533	48.18		
T	20.564369260	-75.212223829	179.7	19.2	150.577	44.72		
T	20.564355719	-75.211889383	181.9	6.2	150.612	34.90		
T	20.564264987	-75.211621005	176.8	-17.2	150.642	29.73		
T	20.564209305	-75.211592440	175.3	-20.9	150.649	6.85		
T	20.564101704	-75.211713471	172.1	-18.4	150.666	17.35		
T	20.563996907	-75.211866462	166.0	-30.9	150.686	19.73		
T	20.563892142	-75.212019493	157.7	-42.6	150.706	19.73		
T	20.563785317	-75.212112180	158.5	5.6	150.721	15.27		
T	20.563834090	-75.211930110	159.8	6.3	150.741	19.74		
T	20.563878610	-75.211569607	167.6	20.7	150.779	37.91		
T	20.563973691	-75.210883198	167.4	-0.2	150.851	72.34		
T	20.564059747	-75.210159096	166.1	-1.7	150.927	76.10		
T	20.564139265	-75.209374588	187.1	25.4	151.009	82.27		
T	20.564175438	-75.208656964	191.5	5.9	151.084	74.93		
T	20.564166035	-75.208149720	182.4	-17.2	151.137	52.90		
T	20.564104599	-75.207792588	179.0	-9.0	151.175	37.85		
T	20.563961956	-75.207617473	182.6	15.1	151.199	24.14		
T	20.563850951	-75.207680973	184.0	9.6	151.213	13.96		
T	20.563796079	-75.207742542	183.4	-6.2	151.222	8.84		
T	20.563743490	-75.207863691	183.1	-2.6	151.236	13.91		
T	20.563719971	-75.208043528	182.9	-0.6	151.255	18.93		
T	20.563616189	-75.208315044	181.1	-5.9	151.285	30.55		
T	20.563562277	-75.208346488	179.0	-30.9	151.292	6.81		
T	20.563585448	-75.208166936	180.0	5.4	151.311	18.90		
T	20.563579952	-75.207928490	180.0	-0.2	151.336	24.87		
T	20.563570902	-75.207570569	177.0	-8.1	151.373	37.33		
T	20.563559116	-75.207032778	173.8	-5.7	151.429	56.09		
T	20.563547827	-75.206433000	171.0	-4.4	151.492	62.55		
T	20.563538575	-75.205829591	158.8	-19.4	151.555	62.93		
T	20.563532044	-75.205374662	150.9	-16.6	151.602	47.44		
T	20.563442609	-75.205013974	145.6	-13.6	151.641	38.89		
T	20.563385424	-75.204987283	146.2	8.8	151.648	6.92		
T	20.563330739	-75.205081709	150.1	33.8	151.660	11.56		
T	20.563277351	-75.205236440	154.8	27.2	151.677	17.18		
T	20.563196396	-75.205453584	159.5	19.5	151.701	24.35		
T	20.563118110	-75.205790262	162.2	7.5	151.737	36.16		
T	20.563043684	-75.206183734	160.2	-4.7	151.779	41.85		
T	20.563023332	-75.206514056	158.9	-3.9	151.814	34.52		
T	20.563029206	-75.206783019	159.8	3.4	151.842	28.05		
T	20.563086171	-75.206870572	162.0	19.5	151.853	11.10		
T	20.563169389	-75.206897404	164.6	26.6	151.862	9.63		
T	20.563174347	-75.207106260	163.3	-6.0	151.884	21.78		
T	20.563236425	-75.207402545	167.1	12.0	151.916	31.65		
